entered	198.519	511.352	240.519	521.352	595	842	Courier
into	246.519	511.352	270.519	521.352	595	842	Courier
between	276.519	511.352	318.519	521.352	595	842	Courier
us	324.519	511.352	336.519	521.352	595	842	Courier
on	342.519	511.352	354.519	521.352	595	842	Courier
the	360.519	511.352	378.519	521.352	595	842	Courier
Trade	384.519	511.352	414.519	521.352	595	842	Courier
Date	420.519	511.352	444.519	521.352	595	842	Courier
specified	72.519	521.212	126.519	531.212	595	842	Courier
below	132.519	521.212	162.519	531.212	595	842	Courier
(the	168.519	521.212	192.519	531.212	595	842	Courier
"Transaction").	198.519	521.212	288.519	531.212	595	842	Courier
This	294.519	521.212	318.519	531.212	595	842	Courier
Confirmation	324.519	521.212	396.519	531.212	595	842	Courier
constitutes	402.519	521.212	468.519	531.212	595	842	Courier
a	474.519	521.212	480.519	531.212	595	842	Courier
"Confirmation"	72.519	531.072	156.519	541.072	595	842	Courier
as	162.519	531.072	174.519	541.072	595	842	Courier
referred	180.519	531.072	228.519	541.072	595	842	Courier
to	234.519	531.072	246.519	541.072	595	842	Courier
in	252.519	531.072	264.519	541.072	595	842	Courier
the	270.519	531.072	288.519	541.072	595	842	Courier
Agreement	294.519	531.072	348.519	541.072	595	842	Courier
specified	354.519	531.072	408.519	541.072	595	842	Courier
below.	414.519	531.072	450.519	541.072	595	842	Courier
The	72.519	550.792	90.519	560.792	595	842	Courier
definitions	96.519	550.792	162.519	560.792	595	842	Courier
and	168.519	550.792	186.519	560.792	595	842	Courier
provisions	192.519	550.792	252.519	560.792	595	842	Courier
contained	258.519	550.792	312.519	560.792	595	842	Courier
in	318.519	550.792	330.519	560.792	595	842	Courier
the	336.519	550.792	354.519	560.792	595	842	Courier
1998	360.519	550.792	384.519	560.792	595	842	Courier
FX	390.519	550.792	402.519	560.792	595	842	Courier
and	408.519	550.792	426.519	560.792	595	842	Courier
Currency	432.519	550.792	480.519	560.792	595	842	Courier
Option	72.519	560.652	108.519	570.652	595	842	Courier
Definitions,	114.519	560.652	186.519	570.652	595	842	Courier
as	192.519	560.652	204.519	570.652	595	842	Courier
published	210.519	560.652	264.519	570.652	595	842	Courier
by	270.519	560.652	282.519	570.652	595	842	Courier
The	288.519	560.652	306.519	570.652	595	842	Courier
International	312.519	560.652	390.519	570.652	595	842	Courier
Swaps	396.519	560.652	426.519	570.652	595	842	Courier
and	432.519	560.652	450.519	570.652	595	842	Courier
Derivatives	72.519	570.512	138.519	580.512	595	842	Courier
Association,	144.519	570.512	216.519	580.512	595	842	Courier
Inc.,	222.519	570.512	252.519	580.512	595	842	Courier
The	258.519	570.512	276.519	580.512	595	842	Courier
Emerging	282.519	570.512	330.519	580.512	595	842	Courier
Markets	336.519	570.512	378.519	580.512	595	842	Courier
Traders	384.519	570.512	426.519	580.512	595	842	Courier
Association	72.519	580.372	138.519	590.372	595	842	Courier
and	144.519	580.372	162.519	590.372	595	842	Courier
The	168.519	580.372	186.519	590.372	595	842	Courier
Foreign	192.519	580.372	234.519	590.372	595	842	Courier
Exchange	240.519	580.372	288.519	590.372	595	842	Courier
Committee	294.519	580.372	348.519	590.372	595	842	Courier
are	354.519	580.372	372.519	590.372	595	842	Courier
incorporated	378.519	580.372	450.519	590.372	595	842	Courier
into	456.519	580.372	480.519	590.372	595	842	Courier
this	72.519	590.232	96.519	600.232	595	842	Courier
Confirmation.	102.519	590.232	180.519	600.232	595	842	Courier
In	186.519	590.232	198.519	600.232	595	842	Courier
the	204.519	590.232	222.519	600.232	595	842	Courier
event	228.519	590.232	258.519	600.232	595	842	Courier
of	264.519	590.232	276.519	600.232	595	842	Courier
any	282.519	590.232	300.519	600.232	595	842	Courier
inconsistency	306.519	590.232	384.519	600.232	595	842	Courier
between	390.519	590.232	432.519	600.232	595	842	Courier
those	72.519	600.092	102.519	610.092	595	842	Courier
definitions	108.519	600.092	174.519	610.092	595	842	Courier
and	180.519	600.092	198.519	610.092	595	842	Courier
provisions	204.519	600.092	264.519	610.092	595	842	Courier
and	270.519	600.092	288.519	610.092	595	842	Courier
this	294.519	600.092	318.519	610.092	595	842	Courier
Confirmation,	324.519	600.092	402.519	610.092	595	842	Courier
this	408.519	600.092	432.519	610.092	595	842	Courier
Confirmation	72.519	609.952	144.519	619.952	595	842	Courier
will	150.519	609.952	174.519	619.952	595	842	Courier
govern.	180.519	609.952	222.519	619.952	595	842	Courier
1.	54.519	639.532	66.519	649.532	595	842	Courier
This	72.519	639.532	96.519	649.532	595	842	Courier
Confirmation	102.519	639.532	174.519	649.532	595	842	Courier
supplements,	180.519	639.532	252.519	649.532	595	842	Courier
forms	258.519	639.532	288.519	649.532	595	842	Courier
part	294.519	639.532	318.519	649.532	595	842	Courier
of,	324.519	639.532	342.519	649.532	595	842	Courier
and	348.519	639.532	366.519	649.532	595	842	Courier
is	372.519	639.532	384.519	649.532	595	842	Courier
subject	390.519	639.532	432.519	649.532	595	842	Courier
to,	438.519	639.532	456.519	649.532	595	842	Courier
the	72.519	649.392	90.519	659.392	595	842	Courier
ISDA	96.519	649.392	120.519	659.392	595	842	Courier
Master	126.519	649.392	162.519	659.392	595	842	Courier
Agreement	168.519	649.392	222.519	659.392	595	842	Courier
dated	228.519	649.392	258.519	659.392	595	842	Courier
as	264.519	649.392	276.519	659.392	595	842	Courier
of	282.519	649.392	294.519	659.392	595	842	Courier
11JAN2000	300.519	649.392	354.519	659.392	595	842	Courier
,	360.519	649.392	366.519	659.392	595	842	Courier
as	372.519	649.392	384.519	659.392	595	842	Courier
amended	390.519	649.392	432.519	659.392	595	842	Courier
and	438.519	649.392	456.519	659.392	595	842	Courier
supplemented	72.519	659.252	144.519	669.252	595	842	Courier
from	150.519	659.252	174.519	669.252	595	842	Courier
time	180.519	659.252	204.519	669.252	595	842	Courier
to	210.519	659.252	222.519	669.252	595	842	Courier
time	228.519	659.252	252.519	669.252	595	842	Courier
(the	258.519	659.252	282.519	669.252	595	842	Courier
"Agreement"),	288.519	659.252	366.519	669.252	595	842	Courier
between	372.519	659.252	414.519	669.252	595	842	Courier
the	420.519	659.252	438.519	669.252	595	842	Courier
HONGKONG	72.519	669.112	120.519	679.112	595	842	Courier
AND	126.519	669.112	144.519	679.112	595	842	Courier
SHANGHAI	150.519	669.112	198.519	679.112	595	842	Courier
BANKING	204.519	669.112	246.519	679.112	595	842	Courier
CORPORATION	252.519	669.112	318.519	679.112	595	842	Courier
LIMITED	324.519	669.112	366.519	679.112	595	842	Courier
("Party	372.519	669.112	414.519	679.112	595	842	Courier
A")	420.519	669.112	438.519	679.112	595	842	Courier
and	444.519	669.112	462.519	679.112	595	842	Courier
CHINA	72.519	678.972	102.519	688.972	595	842	Courier
CONSTRUCTION	108.519	678.972	180.519	688.972	595	842	Courier
BANK	186.519	678.972	210.519	688.972	595	842	Courier
CORPORATION	216.519	678.972	282.519	688.972	595	842	Courier
("Party	372.519	678.972	414.519	688.972	595	842	Courier
B").	420.519	678.972	444.519	688.972	595	842	Courier
All	72.519	688.832	90.519	698.832	595	842	Courier
provisions	96.519	688.832	156.519	698.832	595	842	Courier
contained	162.519	688.832	216.519	698.832	595	842	Courier
in	222.519	688.832	234.519	698.832	595	842	Courier
the	240.519	688.832	258.519	698.832	595	842	Courier
Agreement	264.519	688.832	318.519	698.832	595	842	Courier
govern	324.519	688.832	360.519	698.832	595	842	Courier
this	366.519	688.832	390.519	698.832	595	842	Courier
Confirmation	72.519	698.692	144.519	708.692	595	842	Courier
except	150.519	698.692	186.519	708.692	595	842	Courier
as	192.519	698.692	204.519	708.692	595	842	Courier
expressly	210.519	698.692	264.519	708.692	595	842	Courier
modified	270.519	698.692	318.519	708.692	595	842	Courier
below.	324.519	698.692	360.519	708.692	595	842	Courier
2.	54.519	718.412	66.519	728.412	595	842	Courier
The	72.519	718.412	90.519	728.412	595	842	Courier
terms	96.519	718.412	126.519	728.412	595	842	Courier
of	132.519	718.412	144.519	728.412	595	842	Courier
the	150.519	718.412	168.519	728.412	595	842	Courier
particular	174.519	718.412	234.519	728.412	595	842	Courier
Transaction	240.519	718.412	306.519	728.412	595	842	Courier
to	312.519	718.412	324.519	728.412	595	842	Courier
which	330.519	718.412	360.519	728.412	595	842	Courier
this	366.519	718.412	390.519	728.412	595	842	Courier
Confirmation	396.519	718.412	468.519	728.412	595	842	Courier
relates	72.519	728.272	114.519	738.272	595	842	Courier
are	120.519	728.272	138.519	738.272	595	842	Courier
as	144.519	728.272	156.519	738.272	595	842	Courier
follows:-	162.519	728.272	216.519	738.272	595	842	Courier
The	42.519	757.105	55.855	765.105	595	842	Times-Bold
Hongkong	57.855	757.105	93.423	765.105	595	842	Times-Bold
and	95.423	757.105	108.319	765.105	595	842	Times-Bold
Shanghai	110.319	757.105	142.335	765.105	595	842	Times-Bold
Banking	144.335	757.105	173.239	765.105	595	842	Times-Bold
Corporation	175.239	757.105	217.903	765.105	595	842	Times-Bold
Limited	219.903	757.105	247.015	765.105	595	842	Times-Bold
Global	42.519	766.209	64.295	774.209	595	842	Times-Roman
Markets	66.295	766.209	92.511	774.209	595	842	Times-Roman
Operations:Level	94.511	766.209	150.055	774.209	595	842	Times-Roman
17,	152.055	766.209	162.055	774.209	595	842	Times-Roman
1	164.055	766.209	168.055	774.209	595	842	Times-Roman
Queen's	170.055	766.209	195.487	774.209	595	842	Times-Roman
Road	197.487	766.209	214.375	774.209	595	842	Times-Roman
Central,	216.375	766.209	241.927	774.209	595	842	Times-Roman
Hong	243.927	766.209	261.703	774.209	595	842	Times-Roman
Kong	263.703	766.209	281.479	774.209	595	842	Times-Roman
Tel:	42.519	775.409	55.407	783.409	595	842	Times-Roman
(852)	57.407	775.409	74.735	783.409	595	842	Times-Roman
2822	76.735	775.409	92.735	783.409	595	842	Times-Roman
1111	94.735	775.409	110.735	783.409	595	842	Times-Roman
Fax:(852)	112.735	775.409	144.287	783.409	595	842	Times-Roman
2525	146.287	775.409	162.287	783.409	595	842	Times-Roman
4813	164.287	775.409	180.287	783.409	595	842	Times-Roman
www.hsbc.com.hk	42.519	784.609	102.287	792.609	595	842	Times-Roman
Page	514.091	793.809	529.643	801.809	595	842	Times-Roman
1	531.643	793.809	535.643	801.809	595	842	Times-Roman
of	537.643	793.809	544.307	801.809	595	842	Times-Roman
5	546.307	793.809	550.307	801.809	595	842	Times-Roman
##LTFigure##	42.519	54.968	207.519	99.968	595	842	default
##LTLine##	42.519	134.395	109.179	134.395	595	842	default
##LTLine##	109.179	134.395	112.179	134.395	595	842	default
##LTLine##	112.179	134.395	204.171	134.395	595	842	default
