to	402.519	319.786	414.519	329.786	595	842	Courier
report	420.519	319.786	456.519	329.786	595	842	Courier
the	462.519	319.786	480.519	329.786	595	842	Courier
Transaction	42.519	329.646	108.519	339.646	595	842	Courier
to	114.519	329.646	126.519	339.646	595	842	Courier
the	132.519	329.646	150.519	339.646	595	842	Courier
relevant	156.519	329.646	204.519	339.646	595	842	Courier
regulator(s).	210.519	329.646	288.519	339.646	595	842	Courier
This	54.519	339.506	78.519	349.506	595	842	Courier
Confirmation	84.519	339.506	156.519	349.506	595	842	Courier
is	162.519	339.506	174.519	349.506	595	842	Courier
system	180.519	339.506	216.519	349.506	595	842	Courier
generated	222.519	339.506	276.519	349.506	595	842	Courier
and	282.519	339.506	300.519	349.506	595	842	Courier
does	306.519	339.506	330.519	349.506	595	842	Courier
not	336.519	339.506	354.519	349.506	595	842	Courier
require	360.519	339.506	402.519	349.506	595	842	Courier
the	408.519	339.506	426.519	349.506	595	842	Courier
signature	54.519	349.366	108.519	359.366	595	842	Courier
of	114.519	349.366	126.519	359.366	595	842	Courier
HSBC	132.519	349.366	156.519	359.366	595	842	Courier
Hong	162.519	349.366	186.519	359.366	595	842	Courier
Kong.	192.519	349.366	222.519	359.366	595	842	Courier
The	42.519	757.105	55.855	765.105	595	842	Times-Bold
Hongkong	57.855	757.105	93.423	765.105	595	842	Times-Bold
and	95.423	757.105	108.319	765.105	595	842	Times-Bold
Shanghai	110.319	757.105	142.335	765.105	595	842	Times-Bold
Banking	144.335	757.105	173.239	765.105	595	842	Times-Bold
Corporation	175.239	757.105	217.903	765.105	595	842	Times-Bold
Limited	219.903	757.105	247.015	765.105	595	842	Times-Bold
Global	42.519	766.209	64.295	774.209	595	842	Times-Roman
Markets	66.295	766.209	92.511	774.209	595	842	Times-Roman
Operations:Level	94.511	766.209	150.055	774.209	595	842	Times-Roman
17,	152.055	766.209	162.055	774.209	595	842	Times-Roman
1	164.055	766.209	168.055	774.209	595	842	Times-Roman
Queen's	170.055	766.209	195.487	774.209	595	842	Times-Roman
Road	197.487	766.209	214.375	774.209	595	842	Times-Roman
Central,	216.375	766.209	241.927	774.209	595	842	Times-Roman
Hong	243.927	766.209	261.703	774.209	595	842	Times-Roman
Kong	263.703	766.209	281.479	774.209	595	842	Times-Roman
Tel:	42.519	775.409	55.407	783.409	595	842	Times-Roman
(852)	57.407	775.409	74.735	783.409	595	842	Times-Roman
2822	76.735	775.409	92.735	783.409	595	842	Times-Roman
1111	94.735	775.409	110.735	783.409	595	842	Times-Roman
Fax:(852)	112.735	775.409	144.287	783.409	595	842	Times-Roman
2525	146.287	775.409	162.287	783.409	595	842	Times-Roman
4813	164.287	775.409	180.287	783.409	595	842	Times-Roman
www.hsbc.com.hk	42.519	784.609	102.287	792.609	595	842	Times-Roman
Page	516.539	793.809	532.091	801.809	595	842	Times-Roman
5	534.091	793.809	538.091	801.809	595	842	Times-Roman
of	540.091	793.809	546.755	801.809	595	842	Times-Roman
5	548.755	793.809	552.755	801.809	595	842	Times-Roman
##LTFigure##	42.519	54.968	207.519	99.968	595	842	default
